MicroMag 2900/3900 Data File (Series 0016.002)
Direct moment vs. field; First-order reversal curves
Generated by Lake Shore 8600 series VSM software version 1.3

INSTRUMENT
Configuration			VSM
-0.263, -1.09170669393073E-5
-0.26, -1.08883507434719E-5
-0.257, -1.08577690504275E-5
-0.254, -1.08243074332001E-5
-0.251, -1.07932304287881E-5
-0.248, -1.07602991729533E-5
-0.245, -1.07242689831359E-5
-0.242, -1.06902279951536E-5
-0.239, -1.06569186637558E-5
-0.236, -1.06176521093683E-5
-0.233, -1.05770776616093E-5
-0.23, -1.0533463260631E-5
-0.227, -1.04929454666346E-5
-0.224, -1.04512890862213E-5
-0.221, -1.04049405369294E-5
-0.218, -1.03584313131117E-5
-0.215, -1.03101800349303E-5
-0.212, -1.02590389551617E-5
-0.209, -1.02082982600485E-5
-0.206, -1.01560485004559E-5
-0.203, -1.01012200832208E-5
-0.2, -1.00426890430244E-5
-0.197, -9.98401232768666E-6
-0.194, -9.92301618061818E-6
-0.191, -9.86041882389282E-6
-0.188, -9.79589397924478E-6
-0.185, -9.72869266004317E-6
-0.182, -9.65712033520688E-6
-0.179, -9.58801947538352E-6
-0.176, -9.51358350934287E-6
-0.173, -9.43568724777312E-6
-0.17, -9.3563686659598E-6
-0.167, -9.2760525262892E-6
-0.164, -9.19020890354007E-6
-0.161, -9.10371192506746E-6
-0.158, -9.01461610680005E-6
-0.155, -8.92260122236849E-6
-0.152, -8.82796644827091E-6
-0.149, -8.72959697122054E-6
-0.146, -8.62860492281608E-6
-0.143, -8.52496190877813E-6
-0.14, -8.4157621671797E-6
-0.137, -8.30857336988587E-6
-0.134, -8.19508506487536E-6
-0.131, -8.081152136906E-6
-0.128, -7.96447110134761E-6
-0.125, -7.84019393999585E-6
-0.122, -7.71577594159814E-6
-0.119, -7.58898936569989E-6
-0.116, -7.4591300359592E-6
-0.113, -7.3270358699635E-6
-0.11, -7.1894950107827E-6
-0.107, -7.0501002799328E-6
-0.104, -6.91032309351778E-6
-0.101, -6.76167439827491E-6
-0.0980000000000001, -6.61624223326797E-6
-0.095, -6.46180577433859E-6
-0.092, -6.31057130123694E-6
-0.0890000000000001, -6.15499365957305E-6
-0.0860000000000001, -5.99428096708099E-6
-0.083, -5.83025121262826E-6
-0.08, -5.66213866793902E-6
-0.077, -5.49511183505647E-6
-0.0740000000000001, -5.32604059659219E-6
-0.071, -5.15002637169381E-6
-0.068, -4.97389674153415E-6
-0.0650000000000001, -4.79795526578278E-6
-0.0620000000000001, -4.61310226854286E-6
-0.0590000000000001, -4.42808329733003E-6
-0.0560000000000001, -4.24471690224036E-6
-0.053, -4.04972827266398E-6
-0.0500000000000001, -3.86187156607101E-6
-0.047, -3.66457834132651E-6
-0.044, -3.467453322433E-6
-0.041, -3.27017730186338E-6
-0.038, -3.06167963707586E-6
-0.0350000000000001, -2.85960883121786E-6
-0.0320000000000001, -2.65464521437402E-6
-0.0290000000000001, -2.441844609074E-6
-0.026, -2.22673315542926E-6
-0.023, -2.00831628694415E-6
-0.02, -1.78961081263757E-6
-0.017, -1.56346397715075E-6
-0.014, -1.33517995875937E-6
-0.011, -1.1005295775024E-6
-0.00800000000000003, -8.62188782001495E-7
-0.00500000000000003, -6.22158943305633E-7
-0.00200000000000003, -3.7704711373554E-7
0.000999999999999973, -1.22941458558316E-7
0.00399999999999998, 1.31714057535332E-7
0.00699999999999998, 3.87458281725624E-7
0.00999999999999998, 6.43171512431464E-7
0.013, 8.89419537960972E-7
0.0159999999999999, 1.13523065756677E-6
0.0189999999999999, 1.37612845475981E-6
0.0219999999999999, 1.61488625958091E-6
0.0249999999999999, 1.84867019526534E-6
0.0279999999999999, 2.07549204359945E-6
0.0309999999999999, 2.30549975822395E-6
0.0339999999999999, 2.52896708855334E-6
0.0369999999999999, 2.74619848154238E-6
0.04, 2.95970988732102E-6
0.043, 3.17478676587492E-6
0.046, 3.3785808825004E-6
0.049, 3.58931949838787E-6
0.052, 3.78950639886605E-6
0.055, 3.98866604065964E-6
0.058, 4.18451698944041E-6
0.061, 4.37838738246884E-6
0.064, 4.56878086120056E-6
0.067, 4.75612165676255E-6
0.07, 4.94055172087103E-6
0.073, 5.12215346586364E-6
0.076, 5.29914536824497E-6
0.0789999999999999, 5.47166652759931E-6
0.0819999999999999, 5.64746778164167E-6
0.0849999999999999, 5.81666274230721E-6
0.0879999999999999, 5.9829972641779E-6
0.0909999999999999, 6.14327118214839E-6
0.0939999999999999, 6.30379945662559E-6
0.0969999999999999, 6.46125757407268E-6
0.1, 6.61709784780486E-6
0.103, 6.76715501789437E-6
0.106, 6.91630933173614E-6
0.109, 7.06055144561162E-6
0.112, 7.20236992523523E-6
0.115, 7.33789805390936E-6
0.118, 7.47562081868264E-6
0.121, 7.61107005049274E-6
0.124, 7.74127906308472E-6
0.127, 7.86761921491825E-6
0.13, 7.9905864157053E-6
0.133, 8.11051398825375E-6
0.136, 8.22848320620823E-6
0.139, 8.34251186656814E-6
0.142, 8.45631680245317E-6
0.145, 8.5651102133217E-6
0.148, 8.66883953450317E-6
0.151, 8.77166678895778E-6
0.154, 8.87004015735323E-6
0.157, 8.96971435712431E-6
0.16, 9.06269116449145E-6
0.163, 9.15428839052467E-6
0.166, 9.24404212188197E-6
0.169, 9.32834607166702E-6
0.172, 9.41025331921538E-6
0.175, 9.49500284964815E-6
0.178, 9.57221803641058E-6
0.181, 9.64619194274454E-6
0.184, 9.72169120269238E-6
0.187, 9.79052143109553E-6
0.19, 9.86203388091458E-6
0.193, 9.92540185180106E-6
0.196, 9.99326580388637E-6
0.199, 1.0055039939587E-5
0.202, 1.01113060706712E-5
0.205, 1.01726221755191E-5
0.208, 1.02287090753715E-5
0.211, 1.02825352442451E-5
0.214, 1.03362849230262E-5
0.217, 1.03853847431561E-5
0.22, 1.04352491818779E-5
0.223, 1.04814466514161E-5
0.226, 1.05262674979751E-5
0.229, 1.05707273894273E-5
0.232, 1.06149540353676E-5
0.235, 1.06566775697677E-5
0.238, 1.06967058759637E-5
0.241, 1.07349981875507E-5
0.244, 1.07710491083991E-5
0.247, 1.08076753919724E-5
0.25, 1.08429542961705E-5
0.253, 1.08798032294812E-5
0.256, 1.09115228042046E-5
0.259, 1.09440299970768E-5
0.262, 1.09752902607888E-5
0.265, 1.10058129724805E-5
0.268, 1.10366714139093E-5
0.271, 1.10621583251468E-5
0.274, 1.10897165177714E-5
0.277, 1.1117961374049E-5
0.28, 1.11428032708756E-5
0.283, 1.1169945872887E-5
0.286, 1.11949060644053E-5
0.289, 1.12204439370851E-5
0.292, 1.12445661262954E-5
0.295, 1.12662359521893E-5
0.298, 1.12903992976866E-5
0.301, 1.13115725366818E-5
0.304, 1.13322161654244E-5
0.307, 1.13551661788265E-5
0.31, 1.13759950865239E-5
0.313, 1.13976231020803E-5
0.316, 1.14163637146882E-5
0.319, 1.14368241531087E-5
0.322, 1.14551941440418E-5
0.325, 1.14728203253461E-5
0.328, 1.14937556680529E-5
0.331, 1.15129225872154E-5
0.334, 1.15313000459478E-5
0.337, 1.15484751237933E-5
0.34, 1.15644744897042E-5
0.343, 1.15820325490256E-5
0.346, 1.15998244503599E-5
0.349, 1.16153029563365E-5
0.352, 1.16326113868608E-5
0.355, 1.16472969416844E-5

0.439340519630044, 1.20317716193855E-5

-0.278, -1.10548932909385E-5
-0.275, -1.10303048269946E-5
-0.272, -1.10035017282054E-5
-0.269, -1.09786254844798E-5
-0.266, -1.09476579243856E-5
-0.263, -1.09167865624228E-5
-0.26, -1.08888535260718E-5
-0.257, -1.08574346059896E-5
-0.254, -1.08292467762372E-5
-0.251, -1.07935747599652E-5
-0.248, -1.0762010145378E-5
-0.245, -1.07250092802735E-5
-0.242, -1.06909348478915E-5
-0.239, -1.06541409416894E-5
-0.236, -1.06164112771553E-5
-0.233, -1.05781418182065E-5
-0.23, -1.05332649887027E-5
-0.227, -1.04940980068179E-5
-0.224, -1.04514181076617E-5
-0.221, -1.04059324675057E-5
-0.218, -1.03605352222996E-5
-0.215, -1.03108481286589E-5
-0.212, -1.02625900118821E-5
-0.209, -1.02110489286301E-5
-0.206, -1.01577090375316E-5
-0.203, -1.01046080864334E-5
-0.2, -1.00438145499091E-5
-0.197, -9.98674616100168E-6
-0.194, -9.92488211985041E-6
-0.191, -9.86222916063264E-6
-0.188, -9.79671435810967E-6
-0.185, -9.72981951958543E-6
-0.182, -9.66073395311131E-6
-0.179, -9.59040297663923E-6
-0.176, -9.51572777776348E-6
-0.173, -9.43895467351091E-6
-0.17, -9.35562764225824E-6
-0.167, -9.27889847501407E-6
-0.164, -9.19058992287326E-6
-0.161, -9.105557201939E-6
-0.158, -9.01940957849532E-6
-0.155, -8.92169044696356E-6
-0.152, -8.82779446259922E-6
-0.149, -8.73142650364039E-6
-0.146, -8.62995686806378E-6
-0.143, -8.52748152930189E-6
-0.14, -8.4181612970036E-6
-0.137, -8.31041425491691E-6
-0.134, -8.19843673677932E-6
-0.131, -8.080806009399E-6
-0.128, -7.96320004340282E-6
-0.125, -7.8407758540445E-6
-0.122, -7.71887067666242E-6
-0.119, -7.59020593419201E-6
-0.116, -7.4593455201229E-6
-0.113, -7.32642043796916E-6
-0.11, -7.18964642167519E-6
-0.107, -7.05108171696642E-6
-0.104, -6.90916577356233E-6
-0.101, -6.76473637826346E-6
-0.0980000000000001, -6.61378162718141E-6
-0.095, -6.46326999893139E-6
-0.092, -6.30906124928745E-6
-0.0890000000000001, -6.15495866586014E-6
-0.0860000000000001, -5.99312030801481E-6
-0.083, -5.82843021624463E-6
-0.08, -5.66330560069474E-6
-0.077, -5.49555431490702E-6
-0.0740000000000001, -5.32421930149945E-6
-0.071, -5.15058794009585E-6
-0.0680000000000001, -4.97528921860031E-6
-0.0650000000000001, -4.79656762227789E-6
-0.0620000000000001, -4.61471321210863E-6
-0.0590000000000001, -4.42790823389647E-6
-0.0560000000000001, -4.24276959363228E-6
-0.053, -4.05249372256866E-6
-0.0500000000000001, -3.86140759861359E-6
-0.047, -3.66727384377078E-6
-0.044, -3.4692832378456E-6
-0.041, -3.26850804949925E-6
-0.0380000000000001, -3.0662071229748E-6
-0.0350000000000001, -2.85967806232108E-6
-0.0320000000000001, -2.65433660811141E-6
-0.0290000000000001, -2.44271679679663E-6
-0.026, -2.22731915991232E-6
-0.023, -2.00965112513061E-6
-0.02, -1.78856667180138E-6
-0.017, -1.56130053615065E-6
-0.014, -1.33274788227551E-6
-0.011, -1.10116689781078E-6
-0.00800000000000003, -8.67517845500185E-7
-0.00500000000000003, -6.23663648019014E-7
-0.00200000000000003, -3.75297732747776E-7
0.000999999999999973, -1.22150604761626E-7
0.00399999999999998, 1.29735492163118E-7
0.00699999999999998, 3.87230153422312E-7
0.00999999999999998, 6.38995619838779E-7
0.0129999999999999, 8.89505625639702E-7
0.0159999999999999, 1.13300258141144E-6
0.0189999999999999, 1.37767277927056E-6
0.0219999999999999, 1.6129709978684E-6
0.0249999999999999, 1.84842577479982E-6
0.0279999999999999, 2.07526144207518E-6
0.0309999999999999, 2.30236811264042E-6
0.0339999999999999, 2.52523938224039E-6
0.0369999999999999, 2.74341085627532E-6
0.04, 2.96122280338812E-6
0.043, 3.17260468942181E-6
0.046, 3.38226192486047E-6
0.049, 3.58643885541466E-6
0.052, 3.79093114331087E-6
0.055, 3.98968687900285E-6
0.058, 4.18556154843376E-6
0.061, 4.37711717968274E-6
0.064, 4.56791308547215E-6
0.067, 4.75446458306505E-6
0.07, 4.9383436260852E-6
0.073, 5.12400001121378E-6
0.0759999999999999, 5.29731840568055E-6
0.0789999999999999, 5.47445735143111E-6
0.0819999999999999, 5.6460005610042E-6
0.0849999999999999, 5.81415592864806E-6
0.0879999999999999, 5.98035397698415E-6
0.0909999999999999, 6.14522412761377E-6
0.0939999999999999, 6.30526832102182E-6
0.0969999999999999, 6.46262625067951E-6
0.1, 6.61750121221143E-6
0.103, 6.76631388479547E-6
0.106, 6.91437063787915E-6
0.109, 7.05914191285722E-6
0.112, 7.20157557369025E-6
0.115, 7.34228772374127E-6
0.118, 7.47494361027255E-6
0.121, 7.61085415571209E-6
0.124, 7.73877287381926E-6
0.127, 7.86350417980215E-6
0.13, 7.98866092712083E-6
0.133, 8.10945170126719E-6
0.136, 8.22740977766747E-6
0.139, 8.34125822513443E-6
0.142, 8.45324248286285E-6
0.145, 8.56257836589958E-6
0.148, 8.66866579105005E-6
0.151, 8.77117634556054E-6
0.154, 8.87191609462721E-6
0.157, 8.96671761457206E-6
0.16, 9.06265391189725E-6
0.163, 9.15327348091027E-6
0.166, 9.24123902703327E-6
0.169, 9.32851301870489E-6
0.172, 9.40971530163704E-6
0.175, 9.4914655738709E-6
0.178, 9.56986828309454E-6
0.181, 9.64630141747339E-6
0.184, 9.71973618579393E-6
0.187, 9.79022524836234E-6
0.19, 9.85885932305324E-6
0.193, 9.92498494607938E-6
0.196, 9.99064639617398E-6
0.199, 1.00523160382136E-5
0.202, 1.01116439393404E-5
0.205, 1.01731830843233E-5
0.208, 1.02286016379905E-5
0.211, 1.02812606543127E-5
0.214, 1.03335359261374E-5
0.217, 1.038527631569E-5
0.22, 1.04323075448718E-5
0.223, 1.04816410674147E-5
0.226, 1.05290495101977E-5
0.229, 1.05696657842328E-5
0.232, 1.06134683265842E-5
0.235, 1.06537401509166E-5
0.238, 1.0695733454407E-5
0.241, 1.07367426803839E-5
0.244, 1.07741906239425E-5
0.247, 1.0808654414721E-5
0.25, 1.0841951734363E-5
0.253, 1.08771436676388E-5
0.256, 1.09117090881716E-5
0.259, 1.09434760504917E-5
0.262, 1.09750782782858E-5
0.265, 1.10063131780233E-5
0.268, 1.1033410264944E-5
0.271, 1.1062704697341E-5
0.274, 1.10911778702414E-5
0.277, 1.11178069543544E-5
0.28, 1.11420064829823E-5
0.283, 1.11691580774044E-5
0.286, 1.11948386085412E-5
0.289, 1.12164185369107E-5
0.292, 1.12446499462421E-5
0.295, 1.1264826443831E-5
0.298, 1.12877130544039E-5
0.301, 1.13099249583425E-5
0.304, 1.13321186850422E-5
0.307, 1.13540003454666E-5
0.31, 1.13736633061764E-5
0.313, 1.1394937672756E-5
0.316, 1.14163280979646E-5
0.319, 1.14369311371734E-5
0.322, 1.14562233966182E-5
0.325, 1.14741176071541E-5
0.328, 1.14920707959825E-5
0.331, 1.15124878826936E-5
0.334, 1.15302136382729E-5
0.337, 1.15504813143204E-5
0.34, 1.15654807765514E-5
0.343, 1.15823209476387E-5
0.346, 1.15997963543347E-5
0.349, 1.16148566096081E-5
0.352, 1.16344458818889E-5
0.355, 1.16483070910216E-5
0.358, 1.16644736230188E-5

0.439348738980469, 1.20317824892966E-5

-0.281, -1.10823221510436E-5
-0.278, -1.10549178857966E-5
-0.275, -1.10325192937233E-5
-0.272, -1.10065965848648E-5
-0.269, -1.09761458495526E-5
-0.266, -1.09483286587973E-5
-0.263, -1.09199897244095E-5
-0.26, -1.08909595808242E-5
-0.257, -1.08590982563253E-5
-0.254, -1.08296374070574E-5
-0.251, -1.079772963392E-5
-0.248, -1.07625601648365E-5
-0.245, -1.07278857436504E-5
-0.242, -1.06930979254558E-5
-0.239, -1.06540604883951E-5
-0.236, -1.06176808272093E-5
-0.233, -1.05771488635525E-5
-0.23, -1.05351218731927E-5
-0.227, -1.04938077097705E-5
-0.224, -1.04514419961051E-5
-0.221, -1.04066627469757E-5
-0.218, -1.03605843317994E-5
-0.215, -1.03138529096684E-5
-0.212, -1.02617772237869E-5
-0.209, -1.02099174162034E-5
-0.206, -1.01569338664067E-5
-0.203, -1.0102711584857E-5
-0.2, -1.00490143084946E-5
-0.197, -9.98901627521441E-6
-0.194, -9.92565529323623E-6
-0.191, -9.86398181128921E-6
-0.188, -9.79566743384497E-6
-0.185, -9.7308125062799E-6
-0.182, -9.66255693404009E-6
-0.179, -9.58699333131284E-6
-0.176, -9.51582956390193E-6
-0.173, -9.43787011577436E-6
-0.17, -9.35861785651203E-6
-0.167, -9.27624154597622E-6
-0.164, -9.19251564290861E-6
-0.161, -9.10498289915578E-6
-0.158, -9.01497077875213E-6
-0.155, -8.92348042057696E-6
-0.152, -8.82744464937544E-6
-0.149, -8.73112808491658E-6
-0.146, -8.62902301774811E-6
-0.143, -8.52647736238915E-6
-0.14, -8.42019240829281E-6
-0.137, -8.30835707169207E-6
-0.134, -8.19783724262262E-6
-0.131, -8.08106546481837E-6
-0.128, -7.96319395571653E-6
-0.125, -7.84197459862984E-6
-0.122, -7.71874679622115E-6
-0.119, -7.58967903600564E-6
-0.116, -7.46043926567136E-6
-0.113, -7.32675739631142E-6
-0.11, -7.1912316764411E-6
-0.107, -7.05003252125645E-6
-0.104, -6.90973364322554E-6
-0.101, -6.76476569763403E-6
-0.0980000000000001, -6.6159084103651E-6
-0.095, -6.46468964073654E-6
-0.092, -6.30869785191646E-6
-0.0890000000000001, -6.15273819401249E-6
-0.0860000000000001, -5.99374857643893E-6
-0.083, -5.83090218454845E-6
-0.08, -5.66510669928799E-6
-0.077, -5.49469238060933E-6
-0.0740000000000001, -5.32756791378494E-6
-0.0710000000000001, -5.15076000597747E-6
-0.0680000000000001, -4.97540938536267E-6
-0.0650000000000001, -4.79517988200895E-6
-0.0620000000000001, -4.61527186815517E-6
-0.0590000000000001, -4.42956711946794E-6
-0.0560000000000001, -4.24236646861212E-6
-0.053, -4.05315381867835E-6
-0.0500000000000001, -3.86047062269849E-6
-0.047, -3.66837042687103E-6
-0.044, -3.46823768314006E-6
-0.0410000000000001, -3.27140483578178E-6
-0.0380000000000001, -3.06483861655763E-6
-0.0350000000000001, -2.86061065593398E-6
-0.0320000000000001, -2.65627661318839E-6
-0.0290000000000001, -2.44454925717143E-6
-0.026, -2.22934942301566E-6
-0.023, -2.01084876392897E-6
-0.02, -1.78866652429669E-6
-0.017, -1.56492285345227E-6
-0.014, -1.33338303798622E-6
-0.011, -1.10460289364303E-6
-0.00800000000000003, -8.68787357894476E-7
-0.00500000000000003, -6.24519030353751E-7
-0.00200000000000003, -3.79038551784474E-7
0.000999999999999973, -1.22161377886511E-7
0.00399999999999998, 1.30750677122968E-7
0.00699999999999998, 3.87647771029712E-7
0.00999999999999992, 6.38671166111142E-7
0.0129999999999999, 8.88565727358517E-7
0.0159999999999999, 1.13278383869671E-6
0.0189999999999999, 1.37655327127606E-6
0.0219999999999999, 1.61345701497239E-6
0.0249999999999999, 1.8493803881652E-6
0.0279999999999999, 2.07557908665558E-6
0.0309999999999999, 2.30413322743326E-6
0.0339999999999999, 2.52634377911278E-6
0.0369999999999999, 2.7452703122545E-6
0.04, 2.9588225714011E-6
0.043, 3.17229348864063E-6
0.046, 3.38021867000416E-6
0.049, 3.58775302376148E-6
0.052, 3.7912476208629E-6
0.055, 3.98617266878426E-6
0.058, 4.18609288228553E-6
0.061, 4.37678301250978E-6
0.064, 4.56810422397731E-6
0.067, 4.75395222178465E-6
0.07, 4.93706581643332E-6
0.0729999999999999, 5.12047068131898E-6
0.0759999999999999, 5.29736132044284E-6
0.0789999999999999, 5.47208335538001E-6
0.0819999999999999, 5.64465443372573E-6
0.0849999999999999, 5.81499316517673E-6
0.0879999999999999, 5.98256573526665E-6
0.0909999999999999, 6.14137114339359E-6
0.0939999999999999, 6.30513434663735E-6
0.0969999999999999, 6.46021313249958E-6
0.1, 6.6133592127462E-6
0.103, 6.76541009130391E-6
0.106, 6.91221677656971E-6
0.109, 7.05812810117965E-6
0.112, 7.2011296403587E-6
0.115, 7.33998669928131E-6
0.118, 7.47466231084754E-6
0.121, 7.60589463266747E-6
0.124, 7.73683222634097E-6
0.127, 7.86172380103078E-6
0.13, 7.98815443867188E-6
0.133, 8.11290576609179E-6
0.136, 8.22290530886817E-6
0.139, 8.34318935098811E-6
0.142, 8.45123485759356E-6
0.145, 8.56107654435975E-6
0.148, 8.66683556153843E-6
0.151, 8.77126715928582E-6
0.154, 8.86936590630112E-6
0.157, 8.96718992279949E-6
0.16, 9.0603639616553E-6
0.163, 9.15328474492869E-6
0.166, 9.24296487221521E-6
0.169, 9.32982854863278E-6
0.172, 9.41190559486444E-6
0.175, 9.49171048348354E-6
0.178, 9.56997012187042E-6
0.181, 9.64382251686483E-6
0.184, 9.71893179529791E-6
0.187, 9.79039838204551E-6
0.19, 9.85994422004799E-6
0.193, 9.92521971463766E-6
0.196, 9.98789428402691E-6
0.199, 1.00538611416927E-5
0.202, 1.0113573276248E-5
0.205, 1.01703647990238E-5
0.208, 1.02260895114265E-5
0.211, 1.02821340739524E-5
0.214, 1.03331994605313E-5
0.217, 1.03840555783263E-5
0.22, 1.0433285213434E-5
0.223, 1.04793205523199E-5
0.226, 1.05276646801119E-5
0.229, 1.05704843155552E-5
0.232, 1.06116718483852E-5
0.235, 1.06551359077746E-5
0.238, 1.06941202238997E-5
0.241, 1.07344774809021E-5
0.244, 1.07731036931927E-5
0.247, 1.0808174645055E-5
0.25, 1.08415078070326E-5
0.253, 1.08781242246453E-5
0.256, 1.09118903262153E-5
0.259, 1.09412399568325E-5
0.262, 1.09769083201685E-5
0.265, 1.10046620539292E-5
0.268, 1.10331895971509E-5
0.271, 1.10631139994209E-5
0.274, 1.10897655779037E-5
0.277, 1.1117840126951E-5
0.28, 1.11431397151408E-5
0.283, 1.11696309601238E-5
0.286, 1.11945014097696E-5
0.289, 1.12186345331125E-5
0.292, 1.12425573498749E-5
0.295, 1.12667608828726E-5
0.298, 1.12916451216918E-5
0.301, 1.13115077970082E-5
0.304, 1.13344861876375E-5
0.307, 1.13547846808589E-5
0.31, 1.13757336582435E-5
0.313, 1.13967294534141E-5
0.316, 1.14169476510359E-5
0.319, 1.14352578763117E-5
0.322, 1.14549417168019E-5
0.325, 1.14751716107323E-5
0.328, 1.14937000829978E-5
0.331, 1.15115089387308E-5
0.334, 1.15300266552929E-5
0.337, 1.15489247265487E-5
0.34, 1.15649208243389E-5
0.343, 1.15834035111691E-5
0.346, 1.15989037832026E-5
0.349, 1.16146844613517E-5
0.352, 1.16317753113584E-5
0.355, 1.1648492553937E-5
0.358, 1.16659097791174E-5
0.361, 1.16784861856917E-5

0.439351560872463, 1.20330510318974E-5

-0.284, -1.11090965370841E-5
-0.281, -1.10861035698797E-5
-0.278, -1.1059497293134E-5
-0.275, -1.10341156221635E-5
-0.272, -1.1006194531806E-5
-0.269, -1.09762524198609E-5
-0.266, -1.09522787777352E-5
-0.263, -1.09209386567877E-5
-0.26, -1.08918084282601E-5
-0.257, -1.08601476043757E-5
-0.254, -1.0828044353271E-5
-0.251, -1.07944983248795E-5
-0.248, -1.0763165335151E-5
-0.245, -1.07275244800101E-5
-0.242, -1.06951534163285E-5
-0.239, -1.06576312884335E-5
